,topic,argument,key_point,stance,label
7030,We should abolish the right to keep and bear arms,"given the staggering increase in gun deaths, especially school shootings, many done with legal weapons, the constitution should be rewritten to address current firearms and times",Gun ownership allows for mass-shootings/general gun violence,1,1
19932,We should legalize sex selection,sex selection should be legalised for parents who wish to choose the sex of their child. it is no one else's business but their own.,Sex selection makes the family more happy/complete,1,0
10458,We should ban human cloning,human cloning helps science find new technologies.,Cloning promotes science/research,-1,1
15300,We should fight for the abolition of nuclear weapons,"Fallout from nuclear weapons gets carried across the world by the wind, we must abolish nuclear weapons so that conflicts between individual states don't cause nuclear damage in neighboring states.",Nuclear weapons can fall into the wrong hands,1,0
1312,Homeschooling should be banned,homeschooling does not allow the child or children to socialize with others of their own age.,Mainstream schools are of higher educational quality,1,0
2670,The vow of celibacy should be abandoned,"the vow of celibacy is antiquated and obsolete in today's world, therefore it should be abandoned.",Celibacy leads to wrong sexual behaviour,1,0
11764,We should ban private military companies,they provide a valuable service that goes above and beyond what our military can do.,Hiring private military companies is financially beneficial,-1,0
1171,Homeschooling should be banned,Homeschooled children lack essentials education and social cohesion schooled children are taught. This impede children proper development,Parents are not qualified as teachers,1,0
20080,We should legalize sex selection,the selection of sex can help to overcome hereditary diseases that are typical of a specific sex,Sex selection will prevent abortions/infanticide,1,0
21809,We should subsidize journalism,if journalism is funded by the government the government will regulate the news,Journalism is like every other business and if it is not sustainable it should fail,-1,0
20338,We should legalize sex selection,we should not legalize sex selection because that could led to lawsuits if the child did not end up the sex the person desired.,Sex selection can lead to gender imbalance,-1,0
6958,We should abolish intellectual property rights,without intellection property rights there is no incentive to research and develop new products,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,0
5921,We should abolish capital punishment,The death penalty goes against our most basic human right - the right to life,The death penalty harms the disenfranchised,1,0
7878,We should adopt an austerity regime,an austerity regime unfairly penalises the poor by cutting services to the people who need them most.,Austerity results in lower growth,-1,0
4892,We should abandon the use of school uniform,the uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development,School uniform is harming the student's self expression,1,1
17081,We should legalize cannabis,because cannabis use has associated health risks such as developing schizophrenia or other psychotic illness it should not be legalized,Legal cannabis will boost the black-market/criminal activity,-1,0
23265,We should subsidize space exploration,"we should not subsidize space exploration because there are far more important things to spend public money on closer to home such as healthcare, education and transport infrastructure",Space exploration is ineffective,-1,0
6607,We should abolish intellectual property rights,intellectual property rights stifle the widespread use of life enhancing technology so we should abolish them.,Intellectual property rights harm creativity/innovation,1,0
11213,We should ban private military companies,private military companies allow people with money to hire their own armies to force others to do what they want. military forces should only be allowed at national level.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
1262,Homeschooling should be banned,homeschooling can provide more one on one attention and can allow the child to learn at their own speed.,Homeschools can be personalized to the child's pace/needs,-1,1
104,Assisted suicide should be a criminal offence,assisted suicide is a crime and people involved should be sent to prison,Assisted suicide violates the doctor's role,1,0
4163,We should abandon the use of school uniform,"Most students do not want school uniforms, they should not be mandatory.",School uniforms increase conformity or harm individuality,1,0
9903,We should adopt libertarianism,there is no one right belief for all people and insisting that everyone is a libertarian deprive free choice,The government is essential to protect the rights of citizens,-1,0
7894,We should adopt an austerity regime,an austerity regime will help ensure a balanced budget in government,Austerity is important to increase stability,1,0
22130,We should subsidize journalism,Subsidized journalism could cause the journalists to become biased towards whoever is subsidizing them.,It is preferable to spend the money elsewhere,-1,0
21549,We should prohibit women in combat,"women in combat are a distraction, as a man's natural instinct is to protect a female. the male soldiers wouldn't be able to effectively do their jobs.",Women should serve in safer roles,1,0
17754,We should legalize cannabis,legalized cannabis can be more closely regulated and taxed. it makes it safer than illegal weed and helps provide tax dollars.,If cannabis was legalized it could be regulated,1,1
21047,We should prohibit women in combat,we should not prohibit women in combat because they should be considered equal to men,Women can create unique skills/strategies,-1,0
5675,We should abolish capital punishment,"if reserved for extreme cases, capital punishment can send a strong message that society condemns such crimes.",The death penalty helps the victim/their family,-1,0
13510,We should close Guantanamo Bay detention camp,it helps protect the usa as the terrorist are not in the usa so certain laws wont apply to these people.,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
8100,We should adopt an austerity regime,austerity regime can greatly reduce economic growth.,Austerity results in lower job creation,-1,0
14456,We should end affirmative action,we need to pay special attention to those groups who have been treated unfairly throughout history.,Affirmative action is necessary to compensate for the past,-1,1
15734,We should fight urbanization,"urbanization causes more crime, more pollution, and destroys the environment.",Urbanization harms the environment,1,1
7951,We should adopt an austerity regime,an austerity regime would help get the national budget reduced,Austerity is important in the long term,1,0
11597,We should ban private military companies,private military companies should be banned because only governments should be in the business of running military operations.,Private military companies main interest is profit,1,0
15388,We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tensions,Nuclear weapons can fall into the wrong hands,1,0
19042,We should legalize prostitution,some women need the income to provide for their children and themselves,"Legalizing sex work increases sex workers' benefits (e.g. health care, safe sex, unionization, etc.)",1,0
2413,The vow of celibacy should be abandoned,more men and women would be willing to become priests or pastors.,Celibacy is outdated,1,0
22240,We should subsidize journalism,subsidizing would help the struggling press remain afloat in this technology age,Subsidies will increase the quality of journalism,1,0
20151,We should legalize sex selection,this is immoral and unnatural and goes against what nature intended,Sex selection is against tradition,-1,1
23351,We should subsidize space exploration,we should subsidize space exploration since we need to explore space and we need the money.,Space exploration is necessary for the future survival of humanity,1,0
7217,We should abolish the right to keep and bear arms,people have shown that they cannot be responsible with guns so we need to abolish the right to keep and bear arms.,Guns can fall into the wrong hands,1,0
10933,We should ban human cloning,we should ban human cloning as humans should not play god and it raises a moral issue.,Cloning is not understood enough yet,1,0
23600,We should subsidize vocational education,the poor also have the right to education,vocational education is a good career choice,1,0
3624,We should abandon marriage,"marriage is one of the essential elements of society. it is centered around the concept of forming strong, coherent and dependable family.",Marriage provides important financial benefits,-1,0
17333,We should legalize cannabis,"cannabis is a safe medicinal plant, it helps people.",Cannabis is financially beneficial,1,0
10436,We should ban human cloning,human cloning educates us and helps science explore many new possibilities.,Cloning promotes health,-1,0
22673,We should subsidize space exploration,space exploration is a costly waste of money; that money could be much better spent elsewhere.,Space exploration is ineffective,-1,0
17720,We should legalize cannabis,law enforcement are unable to effectively prevent the large scale distribution of cannabis and it's using up too many resources so they should just legalize and regulate it instead.,Cannabis is safe/healthy/pain-relief,1,0
18545,We should legalize prostitution,legalizing prostitution makes it more appealing to men and women who do not realize how dangerous it actually is.,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,-1,0
4737,We should abandon the use of school uniform,school uniforms shouldn't be used anymore because they can be expensive for some parents,School uniforms increase conformity or harm individuality,1,0
14711,We should end mandatory retirement,it forces more qualified people out of jobs & replaces them with less qualified people,A mandatory retirement age decreases institutional knowledge,1,1
17296,We should legalize cannabis,cannabis is a gateway drug that can lead to users using more potent drugs like cocaine.,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
639,Assisted suicide should be a criminal offence,if somebody is going to commit suicide anyway they should be able to do it safely with assistance,Assisted suicide gives dignity to the person that wants to commit it,-1,0
2445,The vow of celibacy should be abandoned,pledging yourself to a celibate life as a way to honor a commitment to god is one of the most amazing sacrifices a person can make. it shows true devotion to god and should be commended.,Removing celibacy could lead to sexually reckless acts,-1,0
8133,We should adopt an austerity regime,"austerity regime would crush the british economy, we need people to spend on british goods to help our industries survive the turmoil of brexit.",Austerity cuts access to essential services,-1,0
8049,We should adopt an austerity regime,austerity is necessary to save money during times of financial instability,Austerity is necessary to reduce deficits or pay debts,1,0
12066,We should ban the use of child actors,child acting brings a revenue for people at a young age. if you have the gift to entertain then why not?,Child performers should not be banned as long as there is supervision/regulation,-1,0
20048,We should legalize sex selection,"sx selection is a crime, we cannot really allow",Sex selection is against tradition,-1,0
11917,We should ban private military companies,we shouldn't ban private military companies because it will leave people without a job,Private military companies are well-trained/better equipped,-1,0
20298,We should legalize sex selection,we should not legalize sex selection because i believe god should decide what sex some ones child should be,Sex selection reaffirms gender stereotypes/biases,-1,0
20040,We should legalize sex selection,"some parents may already have 2 boys and kept all of their clothes, etc. if they can chose to have another boy they will be able to save a large amount of money by not having to buy new gender specific items.",Sex selection prevents diseases in the child,1,0
434,Assisted suicide should be a criminal offence,assisted suicide should no be considered a criminal offence because a person could really be suffering and in pain and to let them suffer is heartless and inhumane,Assisted suicide reduces suffering,-1,1
15737,We should fight urbanization,urbanization causes over crowding and illness,Urbanization causes crime,1,0
6297,We should abolish intellectual property rights,"if a person has worked hard to create a lyric, a song or a novel then it is only fair that they own their work and benefit financially from it.",Intellectual property rights incentivize investment in developing new products,-1,0
20193,We should legalize sex selection,we should legalize sex selection as everyone should have the right to determine the sex of their children.,It is within the freedoms of the parents to select the sex of the child,1,1
21113,We should prohibit women in combat,"we should prohibit women in combat, the natural urge for a man to protect a woman means male military are distracted from their combat",Women cannot overcome physical/emotional/mental barriers,1,0
7441,We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun control is ineffective,-1,0
13121,We should close Guantanamo Bay detention camp,"guantanamo bay detention camp is a large waste of tax payer money, especially since there are facilities within the country that can serve the same purpose",Detainees have the right to trial in US courts,1,0
20663,We should prohibit flag burning,"the flag is a national symbol and these must be respected. any act against the flag, especially the burning of flags, should be prohibited since it is an act of violence",Flags are important symbols that should be respected,1,1
2377,The vow of celibacy should be abandoned,it is ridiculous that anyone would not have sex because of some 2000 year old fairy tale.,Celibacy is too pressuring/diffcult,1,0
22413,We should subsidize journalism,when journalism is subsidized it is less likely they will report anything negative about the source they are receiving funding from therefore distorting the facts,It is preferable to spend the money elsewhere,-1,0
13773,We should close Guantanamo Bay detention camp,"we got a lot of intelligence information from the detainees there that already helped us in the war on terrorism, so we should keep the camp.",The Guantanamo bay detention camp is essential to gain intelligence,-1,1
2663,The vow of celibacy should be abandoned,the vow of celibacy is an unnecessary restriction that is putting too much pressure on people to maintain a lifestyle we are not biologically designed to adhere to,Celibacy is outdated,1,0
9413,We should adopt libertarianism,liberatarianism should be adopted to keep the government from getting too much into our lives,Libertarianism increases happiness/fulfilment,1,0
22209,We should subsidize journalism,Subsidizing journalism will lead to legislators threatening news agencies with taking their funding away if they report controversial content.,Journalism is like every other business and if it is not sustainable it should fail,-1,0
4590,We should abandon the use of school uniform,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,Children can still express themselves using other means,-1,0
14313,We should end affirmative action,"if we end affirmative action, discrimination against minorities will resume in hard to detect ways.",Affirmative action is necessary to compensate for the past,-1,0
24014,We should subsidize vocational education,we should subsidize vocational education because it would give more people a chance to go to college that can't afford it,vocational education is beneficial for the entire market/society,1,0
2862,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it today's world it mostly goes ignored,Celibacy is unhealthy/unnatural,1,0
5275,We should abolish capital punishment,capital punishment has done nothing to actually deter serious crime in this country,The death penalty is ineffective in deterring crimes,1,1
8532,We should adopt an austerity regime,we are at a point of no return in terms of increasing debt. there is now clearly now way out of it but to cut back.,Austerity improves the economic measures,1,0
9181,We should adopt atheism,We should adopt atheism and put an end to all the religious wars around the world in one fell swoop.,Atheism is beneficial to the person that adopts it,1,0
1541,Homeschooling should be banned,homeschooling makes it difficult for children to socially intereact with their peers.,Parents are not qualified as teachers,1,0
606,Assisted suicide should be a criminal offence,helping someone kill themself is murder,People who are ill do not have clear judgement and are in need of help,1,0
17418,We should legalize cannabis,"cannabis is no worse than alcohol, which has been legal for years, it's a waste of money to enforce a pointless law.",If cannabis was legalized it could be regulated,1,0
8413,We should adopt an austerity regime,the best way to mend the economy is to spend less,Austerity is important in the long term,1,0
6950,We should abolish intellectual property rights,"when a person creates a type of intellectual property, he has the right to own that property and dictate the use of it, since he is the one who made the effort to make that property.",Intellectual property rights protect against stealing,-1,0
18659,We should legalize prostitution,legalizing prostitution would make it safer for all.,Legalizing sex work will allow to regulate those in the profession ,1,0
14022,We should end affirmative action,"affirmative action helps to protect everyone, regardless of race or sex",Affirmative action boosts diversity,-1,0
23339,We should subsidize space exploration,we should subsidize space exploration because we need to know if there are other things in the universe that may some day harm the earth.,Space exploration is financially beneficial,1,0
20503,We should prohibit flag burning,flag burning is an insult to all those people who support their country. it is also dangerous because people often get burnt.,flag burning is an inflammatory act,1,1
23207,We should subsidize space exploration,we need to subsidize space exploration so we can find somewhere for the human race to go when we finally get done destroying our planet.,Space exploration is financially beneficial,1,0
16916,We should introduce compulsory voting,voting should be a choice for every person,Abstaining from a vote is also reflecting your preferences,-1,0
6956,We should abolish intellectual property rights,without intellection property rights there is no incentive to research and develop new products,Intellectual property rights incentivize investment in developing new products,-1,1
17515,We should legalize cannabis,cannabis should be legalized as there it is less addictive than other drugs including smoking and alcohol and does not result in the destructive behaviors associated with them.,Alcohol and tobacco are more harmful drugs yet remain legal,1,1
1233,Homeschooling should be banned,"homeschooling can be appropriate with children, who have specific needs. for example, people with mental health or physical needs.",Parents will have more ability to pay-attention/educate their child,-1,0
9154,We should adopt atheism,there is no true god therefore atheism is the way forward,Science can adequately explain the Universe,1,0
6836,We should abolish intellectual property rights,we should abolish intellectual property rights so that everyone can share property which increases harmony in society,Intellectual property rights harm creativity/innovation,1,0
11716,We should ban private military companies,there are not enough safe-guards that oversee private military companies from producing under-par products and they should be banned.,"Private military companies solicit engaging, or prolonging, conflict",1,0
16261,We should fight urbanization,you can't stop progress. there are millions of people in the world that need more space. stopping progress just to appease some tree huggers accomplishes nothing.,Cities offer more opportunities,-1,0
10038,We should adopt libertarianism,we should not adopt libertarianism because the government would have too much control over people,Libertarianism harms economic growth,-1,0
6276,We should abolish intellectual property rights,i think that we shouldn't abolish intellectual property rights for their hard work,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
3192,We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage provides important financial benefits,-1,0
14044,We should end affirmative action,affirmative action is a way for the less fortunate to improve their financial status,Affirmative action is necessary to compensate for the past,-1,0
16811,We should introduce compulsory voting,people will be forced to vote for a person they do not want to. they will just mark something and potentially effect the nation.,Compulsory voting can cause people to vote in an uninformed/random manner,-1,1
12808,We should ban the use of child actors,using child actors can create unimaginable pressure ans stress on the child if they become a star or the production is a success and this can lead to substance abuse problems to cope with said pressure,Being a performer harms the child's education,1,0
23758,We should subsidize vocational education,"Vocational education is key to getting more skilled workers,",vocational education is a good career choice,1,0
3269,We should abandon marriage,marriage between two people creates a committed union forming the basis of a strong and secure union that is a safe setting to nurture children. it is a statement to the world of a bond between two peoples.,Marriage provides important financial benefits,-1,0
1747,Homeschooling should be banned,homeschooling shouldn't be banned because it is a great alternative to public school. parents have the right to make that choice and they get to teach the children what they believe they need to learn.,Parents should be permitted to choose the education of their children,-1,1
5171,We should abolish capital punishment,capital punishment allows for equal justice type punishment and a means for the victim's family members to have some type of closure to such a horrible episode in their lives.,The death penalty saves costs to the state,-1,0
13912,We should close Guantanamo Bay detention camp,Where there's toleration of imprisonment without due process there's a risk of losing the entire democracy.,The Guantanamo bay detention camp is expensive,1,0
3587,We should abandon marriage,marriage is no longer necessary since other legal arrangements are now available,Marriages tie up people with unfair obligations,1,0
11215,We should ban private military companies,private military companies are a business like any other and are subject to national and international regulations,Hiring private military companies is financially beneficial,-1,0
18892,We should legalize prostitution,prostitution is immoral and wrong and should not be allowed,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,-1,0
13792,We should close Guantanamo Bay detention camp,we need to keep guantanamo bay detention camp open as we need a place to keep the worst of the worst criminals and not place them in other countries where they could cause harm to others.,Closing the Guantanamo bay detention camp would harm national security,-1,1
11416,We should ban private military companies,private military companies do a good service by providing security where needed,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
15199,We should end mandatory retirement,we should end mandatory retirement because it's unthinkable that you could force someone to stop working. every human being should have the right to make that choice for themselves.,A mandatory retirement age harms the economy,1,0
13091,We should close Guantanamo Bay detention camp,guantanamo bay detection camp is an embarrassment to the us,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
723,Assisted suicide should be a criminal offence,"many people do not have the mental capacity to comprehend the finality of assisted suicide and it will be abused, and it should be a criminal offence to any persons involved.",Assisted suicide violates the doctor's role,1,0
6016,We should abolish capital punishment,there are many instances of innocence being proved at a later date,The death penalty harms the disenfranchised,1,0
5899,We should abolish capital punishment,"taking a life is an irreversible decision, and there have been many proven miscarriages of justice in past that could not be remedied due to such punishment.",The death penalty is ineffective in deterring crimes,1,0
21939,We should subsidize journalism,journalism is more important than ever in an era of fake news and social media.,A subsidy is important to make journalism viable,1,0
8612,We should adopt an austerity regime,we should do because we can save money as a country for more importnt things.,Austerity is important in the long term,1,0
3095,The vow of celibacy should be abandoned,vow of celibacy is no longer relevant in the modern era and should be abolished.,Celibacy is too pressuring/diffcult,1,0
22249,We should subsidize journalism,susidizing journalism can allow more diverse points of view to be added.,Subsidy increases objectivity in reporting,1,0
22909,We should subsidize space exploration,space exploration should be subsidized as it will benefit us in the future with technology advancements.,Space exploration can help in colonizing the resources/lands of other planets,1,0
8421,We should adopt an austerity regime,the country has overspent for some time and this cannot be allowed to continue.,Austerity is important to increase stability,1,0
2218,The vow of celibacy should be abandoned,celibacy is an outdated ideology and did not apply until recently in religious orders.,Celibacy is too pressuring/diffcult,1,0
19269,We should legalize sex selection,for those who have a genetic disorder linked to the sex of the child preventing the birth of a child with a serious illness and to prevent abuse and neglect of or treatment of a child of the unwanted gender.,Sex selection makes the family more happy/complete,1,0
21180,We should prohibit women in combat,women and men serving in the same units on the front line can cause many problems. if romantic relations occur this can cause a distraction on the battlefield and disrupt teamwork if there is a falling out.,Women soldier capture is a big concern,1,0
13487,We should close Guantanamo Bay detention camp,i clearly support that they close that field since that would be the best way to solve problems in guantanamo bay,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
13808,We should close Guantanamo Bay detention camp,we should close gauntanamo bay detention camp because it is a costly way of holding just a few inmates.,The Guantanamo bay detention camp is expensive,1,1
16246,We should fight urbanization,we should stop urbanization because of the pollution and over crowding problems it causes.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
10893,We should ban human cloning,we can learn a lot from cloning so it should be allowed to be explored,Cloning can be used for organ replication,-1,0
10624,We should ban human cloning,human cloning provides a wonderful opportunity to test theories on health and medicine and should be encouraged not banned.,Cloning promotes science/research,-1,1
20401,We should prohibit flag burning,"america was founded by the freedom of expression, so people should be allowed to burn a flag, regardless of whether i agree with the concept or not",flag burning is justified due to freedom of expression,-1,1
10320,We should ban human cloning,human cloning can help further scientific developments in curing diseases,Cloning helps those who can’t otherwise have a child,-1,0
7856,We should adopt an austerity regime,an austerity regime is the most effective way to reduce the national debt.,Austerity is necessary to reduce deficits or pay debts,1,1
8158,We should adopt an austerity regime,austerity regimes can help to soften the blow of a financial crisis and in theory ensure money is spent where it is most needed in society.,Austerity is important in the long term,1,0
18820,We should legalize prostitution,prostitution is a dirty thing that allows for the possibility of mass spreading of disease. eliminating prostitution is not only the right thing to do but healthier for the world.,Legalizing sex work will increase violence against women,-1,0
2004,Homeschooling should be banned,some children do not adapt well to the school environment and need the one on one support that homeschooling can provide,Parents will have more ability to pay-attention/educate their child,-1,0
13099,We should close Guantanamo Bay detention camp,guantanamo bay detection camp needs to be closed as this this prison is costing the united states millions of dollars for a prison that is no longer needed.,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
8060,We should adopt an austerity regime,austerity makes times tougher for everyone.,Austerity results in lower growth,-1,0
9615,We should adopt libertarianism,libertarianism is proven system that has worked and allowed development,Libertarianism increases economic growth,1,0
14302,We should end affirmative action,i think we should end affirmative action because gives minorities more power than others and rhis are another times,Affirmative action is ineffective,1,0
16432,We should introduce compulsory voting,Compulsory voting takes away people's freedom to choose whether or not they want to vote.,Citizens have a right not to vote,-1,1
23946,We should subsidize vocational education,we should not subsidize vocational education as it is no different than any other education and they can raise their money through tuition.,vocational education is not a good career choice,-1,0
14214,We should end affirmative action,"affirmative action sets people up to fail, as they are approved based on race, not merit",Affirmative action is ineffective,1,0
3254,We should abandon marriage,it's just apiece of paper and in this age it doesn't mean too much.,Marriages are unstable,1,0
6503,We should abolish intellectual property rights,Intellectual property rights keep people from stealing others' ideas and selling them as their own.,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,0
4577,We should abandon the use of school uniform,School uniforms increase security because an intruder - someone not in uniform - would be easily recognized.,School uniform reduces bullying,-1,0
24025,We should subsidize vocational education,We should subsidize vocational education because the workforce in the trades is rapidly aging and needs to be replaced with young workers.,vocational education better fits many students,1,0
76,Assisted suicide should be a criminal offence,assisted suicide could be misused by people who want their weaker partner to die. people could be encouraged to take their own life before they really want to.,Assisted suicide is akin to killing someone,1,0
12412,We should ban the use of child actors,"Children do not have sufficient autonomy to make decisions about careers, they should be protected from over directing parents and hence the use of child actors should be banned.",Child performers are losing their childhood,1,0
16339,We should introduce compulsory voting,compulsory voting goes against people's liberties and freedoms.,Abstaining from a vote is also reflecting your preferences,-1,0
21144,We should prohibit women in combat,When women are on the front line of combat then men will be looking out for them and not concentrating on their own safety - causing more casualties.,Women soldier capture is a big concern,1,0
19952,We should legalize sex selection,sex selection should not be legalized as it is counter to biblical teachings,Sex selection reaffirms gender stereotypes/biases,-1,0
16846,We should introduce compulsory voting,the penalties on not voting would bring backlash from the society,Not everyone has the ability to go to vote,-1,0
12397,We should ban the use of child actors,children are taken advantage of by adults who are just concerned about making money,Child performers are at risk of exploitation,1,1
3385,We should abandon marriage,marriage is a very important institution that must be kept as a bond between people that cannot be easily broken on a whim,Marriage makes people happy,-1,0
6142,We should abolish capital punishment,we should not abolish capital punishment because it deters terrorism.,The death penalty is acceptable in cases of severe crimes,-1,0
8877,We should adopt atheism,atheism will provide organization to our society because there will not be arguments over religious views.,Atheism should be adopted since we cannot prove that God exists,1,0
17196,We should legalize cannabis,cannabis has been proven to have a link with schizophrenia. cannabis should not be legalized unless this link is disproven.,Cannabis harms the body,-1,1
12731,We should ban the use of child actors,"there are enough rules and policies in place to protect child actors, making it a safe profession",Child performers achieve success/confidence,-1,0
6979,We should abolish the right to keep and bear arms,abolishing the right to keep and bear arms would put all innocent people at risk because people who want to kill will find a way to do so and innocent people will be defenseless,Gun ownership is a right,-1,0
21461,We should prohibit women in combat,women do not have the physical strength to support their counterparts in combat.,Women in combat can be a distraction or harm the function of the military,1,0
21405,We should prohibit women in combat,women can be every bit as tough as men and deserve to be treated equally which means they ought to be allowed to fight in combat alongside men,Women can create unique skills/strategies,-1,0
22983,We should subsidize space exploration,subsidize space exploration is waste of money and such a money should be invested in people.,There are issues more important to fund than space exploration,-1,1
301,Assisted suicide should be a criminal offence,Assisted suicide should be a crime to prevent greedy individuals from killing their family member to get their money and property,Assisted suicide is akin to killing someone,1,0
16379,We should introduce compulsory voting,compulsory voting is an infringement on personal choice,Not everyone has the ability to go to vote,-1,0
18457,We should legalize prostitution,legalising prostitution will ensure the safety of both the sex trade worker and client,Legalizing sex work boosts the economy,1,0
22009,We should subsidize journalism,journalism should be subsidize to promote impartial news and rigorous work,A subsidy is important to make journalism viable,1,0
4856,We should abandon the use of school uniform,the school uniform keeps everyone equal.,School uniform reduces bullying,-1,0
23161,We should subsidize space exploration,we have more important things to spend money on,There are issues more important to fund than space exploration,-1,1
