,Unnamed: 0,topic,argument,key_point,stance,label
15606,6635,We should abolish intellectual property rights,it is just too hard to enforce & not worth the time & money,Intellectual property rights are unfair,1,0
4108,4211,We should abandon the use of school uniform,School uniform is adequate. It is useful for leveling people social position and for children concentration in class,School uniform reduces bullying,-1,0
6017,21727,We should prohibit women in combat,women should not be in armed combat. they cannot physically compete against men in strength and endurance all factors in a battle.,Women in combat can be a distraction or harm the function of the military,1,0
11919,17801,We should legalize cannabis,legalizing cannabis will just lead many people to experiment with other more dangerous drugs,Legal cannabis will boost the black-market/criminal activity,-1,0
16811,2956,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because there are still people out there that feel this is the right way of life for them and there is nothing wrong with that way of life.,Removing celibacy could lead to sexually reckless acts,-1,0
6311,19452,We should legalize sex selection,legalizing sex selection will help ensure the children brought into the world will be wanted and loved by their parents.,Sex selection prevents diseases in the child,1,0
151,10288,We should ban human cloning,human cloning can bring important technological breakthroughs in science and medicine,Cloning helps those who can’t otherwise have a child,-1,0
7396,14745,We should end mandatory retirement,"Mandatory retirement allows there to be enough jobs for the next generation, which is more important since these are people who don't have family to rely on and are only starting to build their lives.",mandatory retirement age benefits those that are about to be retired,-1,0
8678,14029,We should end affirmative action,affirmative action hurts more people than it helps.,Affirmative action perpetuates prejudice,1,0
3421,12475,We should ban the use of child actors,children shouldn't have to work at all- they should be playing and learning.,Child performers are at risk of exploitation,1,0
13651,22901,We should subsidize space exploration,space exploration should be subsidized as it allows us to try and find an alternative place to live if we destroy our own planet.,Space exploration improves science/technology,1,0
11636,17518,We should legalize cannabis,cannabis should be legalized as there it is less addictive than other drugs including smoking and alcohol and does not result in the destructive behaviors associated with them.,If cannabis was legalized it could be regulated,1,0
3565,12619,We should ban the use of child actors,many films and television shows have child roles which could only be filled by children. as long as the children are protected it means that the finished product will have higher artistic integrity.,Child performers achieve success/confidence,-1,0
15019,891,Assisted suicide should be a criminal offence,someone who would assist another person attempt suicide should be locked up. these people need help to be convinced that suicide is not the answer rather than assisted in their task.,Assisted suicide is akin to killing someone,1,0
8114,21969,We should subsidize journalism,journalism must be supported by the central government,Subsidy increases objectivity in reporting,1,0
15145,1017,Assisted suicide should be a criminal offence,when people are in unbearable pain and suffering and have no chance of getting better it is cruel to keep them alive without their consent,People should have the freedom to choose to end their life,-1,0
12034,17916,We should legalize cannabis,"Marijuana has proven medical benefits for patients suffering from diseases such as cancer, AIDS, and glaucoma.",Alcohol and tobacco are more harmful drugs yet remain legal,1,0
10525,7388,We should abolish the right to keep and bear arms,the right to keep and bear arms has enabled the death of many innocent people - including small children. it is time to move on.,Gun ownership allows for mass-shootings/general gun violence,1,1
13967,23217,We should subsidize space exploration,we should continue to subsidize space exploration because we need to know if there is viable places besides earth that may be a resource to us in the future.,Space exploration can help in colonizing the resources/lands of other planets,1,1
10079,11909,We should ban private military companies,"we should not ban private military, it is a far better alternative than forced national conscription",Private military companies are well-trained/better equipped,-1,0
11222,17104,We should legalize cannabis,cannabis can be used effectively for medicinal purposes to provide relief from sever medical conditions. legalizing cannabis would reduce the amount of criminal activities and make our streets safer.,Legalizing cannabis will reduce black-market/criminal activity,1,1
15445,6474,We should abolish intellectual property rights,intellectual property rights get in the way of sharing information.,intellectual property rights are ineffective,1,0
7843,15192,We should end mandatory retirement,we should end mandatory retirement because it should be up to each individual what age they feel they are unable to work any longer,A mandatory retirement reduces the quality of life for those forced to retire,1,0
16054,2199,The vow of celibacy should be abandoned,celibacy is a test of faith and an opportunity through denial to express the importance of that faith. if you make a vow its important to keep to it otherwise it becomes worthless,Celibacy is a strong religious belief,-1,1
13964,23214,We should subsidize space exploration,we should because we can still learn so much about space.,Space exploration is financially beneficial,1,0
16014,2159,The vow of celibacy should be abandoned,celibacy could have value in a world which is becoming more over populated.,Celibacy allows a priest to focus on God,-1,0
11971,17853,We should legalize cannabis,Legalizing marijuana boosts the economy and increases tax revenue.,Legalizing cannabis will reduce black-market/criminal activity,1,0
13052,16145,We should fight urbanization,we need to fight urbanization because people need to be close to areas they can find work.,Urbanization causes crime,1,0
10447,7310,We should abolish the right to keep and bear arms,the right to bear and keep arms should be abolished as it is outdated in this age where we are no longer hunting for food or in the age of the pioneers,Guns can fall into the wrong hands,1,0
14817,689,Assisted suicide should be a criminal offence,it is possible that this could be used as a murder in some cases.,People who are ill do not have clear judgement and are in need of help,1,0
5710,21420,We should prohibit women in combat,women can do anything men can and it is an archaic thought to believe they should be kept away from war situations.,Women are an asset in combat,-1,0
7192,20333,We should legalize sex selection,we should not legalize sex selection because no man should play god.,Sex selection can lead to gender imbalance,-1,0
2236,13262,We should close Guantanamo Bay detention camp,Guantanamo Bay is hardly used since 9/11 and is costing the government money.,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
6629,19770,We should legalize sex selection,sex selection is a legitimate way to ensure that the population is balanced between men and women.,Sex selection will prevent abortions/infanticide,1,0
3543,12597,We should ban the use of child actors,"look at the tragedies of numerous child stars, it is very rare a child actor doesn't face trouble and actually become successful adults.",Child performers have a lot of pressure,1,0
7011,20152,We should legalize sex selection,this is immoral and unnatural and goes against what nature intended,Sex selection is expensive,-1,0
12561,15654,We should fight urbanization,urbanisation limits what farmland is available to produce food.,Urbanization causes crime,1,0
5866,21576,We should prohibit women in combat,women in combat should be prohibited because there is an increase risk of abuse with them,Women in combat can be a distraction or harm the function of the military,1,0
5818,21528,We should prohibit women in combat,women have the right to fight just as men do.,Women are an asset in combat,-1,0
13065,16158,We should fight urbanization,we should all be against urbanization. rural areas are very important to growing crops and goods from animals. these industrial buildings create a lot of pollution as well.,Urbanization harms the environment,1,1
12408,18290,We should legalize cannabis,we shouldn't legalize cannabis because it has been proven to increase the likelihood of mental illnesses such as depression,Cannabis harms the body,-1,1
11565,17447,We should legalize cannabis,"cannabis is seen as a gateway to other more harmful drugs and shown to have harmful effects to mental health and should, therefore, be banned.",Cannabis harms the body,-1,1
3483,12537,We should ban the use of child actors,if there are problems with kids and acting then just regulate it more and don't ban it completely,Child performers are necessary for roles,-1,0
6686,19827,We should legalize sex selection,sex selection is unethical and morally wrong - no child should be discarded because of their gender.,Sex selection reaffirms gender stereotypes/biases,-1,0
6545,19686,We should legalize sex selection,sex selection can possibly destroy the natural selection and over balance the society.,Sex selection is against tradition,-1,0
11235,17117,We should legalize cannabis,"cannabis can cause psychosis and permanent mental illness, additionally cannabis users often go to on to take to harder drugs, increasing the risk of illegal drug taking and criminal activity.",Cannabis increases lack-of-judgement/accidents,-1,0
2841,13867,We should close Guantanamo Bay detention camp,"we should close it, it costs tax payers too much in taxes",The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
5031,20741,We should prohibit women in combat,allowing women in combat gives us the numbers we need to be ready with trained soldiers for anything that might come up,Women should be able to serve in combat if they choose to,-1,0
8540,22395,We should subsidize journalism,"We should subsidize journalism to allow more women and people from disempowered groups to enter this once very white, male career.",Subsidies will increase the quality of journalism,1,0
16697,2842,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it is outdated and usually causes more harm than good because the celibate person looks for release in the wrong places.,Celibacy is outdated,1,1
12994,16087,We should fight urbanization,urbanization reduces our wildife and nature.,Urbanization harms the environment,1,1
14715,587,Assisted suicide should be a criminal offence,Giving someone the medicine to end a life other than natural causes is assisting in murder.,People who are ill do not have clear judgement and are in need of help,1,0
3765,12819,We should ban the use of child actors,using child actors is exploitative and should be viewed as the same as child labor.,Child performers tend to develop problems later in life,1,0
575,10712,We should ban human cloning,"human cloning will end up with individuals who only exist as a means to an end, which is deeply unethical.",Cloning is unsafe,1,0
15858,6887,We should abolish intellectual property rights,we should not abolish intellectual property rights because abolishing intellectual property rights of individuals would severely cripple the creativity necessary for achievements in many different areas,Intellectual property rights protect against stealing,-1,0
6173,19314,We should legalize sex selection,"if someone would rather have a boy or a girl, they should have the right to choose.",Sex selection makes the family more happy/complete,1,0
13640,22890,We should subsidize space exploration,space exploration provides important scientific discoveries,Space exploration is financially beneficial,1,0
15227,6256,We should abolish intellectual property rights,enforcing property rights is almost impossible when companies in numerous countries do not enforce the rules very well such as china etc so it is easier just to abolish them,Intellectual property prevents the continuous improvement of a service/product,1,0
12833,15926,We should fight urbanization,urbanization is destroying the countryside and the habitat of many animals.,Urbanization causes crime,1,0
7559,14908,We should end mandatory retirement,mandatory retirement opens up jobs for those unemployeed or are starting out in the workplace.,mandatory retirement age benefits those that are about to be retired,-1,0
1487,5668,We should abolish capital punishment,i believe abolishing capital punishment because it's murder. we shouldn't play god and decide if someone should live or die. we can put them in solitary confinement for life instead.,The death penalty irreversible,1,0
13633,22883,We should subsidize space exploration,space exploration needs our support to help us understand the universe and our place in it.,Space exploration can help in colonizing the resources/lands of other planets,1,0
2198,13224,We should close Guantanamo Bay detention camp,Guantanamo Bay is a stain on America's reputation as a lawful and just country.,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
4811,4914,We should abandon the use of school uniform,the use of uniforms should not be eliminated since they strengthen the sense of belonging and identification of the student with the institution,Children can still express themselves using other means,-1,0
13656,22906,We should subsidize space exploration,space exploration should be subsidized as it brings innovation and scientific development,Space exploration improves science/technology,1,1
7659,15008,We should end mandatory retirement,people are living longer and we do not have the right to stop them from working if that is what they want to do.,A mandatory retirement is not fair/discriminatory,1,0
8816,14167,We should end affirmative action,Affirmative action leads to less productive outcomes in both education and the economy because those most qualified often lose opportunities in order to fill quotas.,Affirmative action perpetuates prejudice,1,0
5667,21377,We should prohibit women in combat,women aren't as physically capable as men of handling the physical pressures of combat.,Women cannot overcome physical/emotional/mental barriers,1,1
9947,11777,We should ban private military companies,they should not be banned. just better regualted.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
5616,21326,We should prohibit women in combat,women are not physically or emotionally prepared for the traumas of combat.,Women cannot overcome physical/emotional/mental barriers,1,1
13721,22971,We should subsidize space exploration,subsidising space exploration is a waste of money that can be put to use in other ways that would actually help society,Space exploration can be carried by the private sector,-1,0
2459,13485,We should close Guantanamo Bay detention camp,i clearly support that they close that field since that would be the best way to solve problems in guantanamo bay,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
1014,5195,We should abolish capital punishment,"Capital punishment can be replaced by more ethical but equally punishing alternatives, like life without parole.",The death penalty is a waste of resources,1,0
16711,2856,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it represents a major barrier to men considering entering the priesthood,Celibacy is outdated,1,0
848,10985,We should ban human cloning,we should ban human cloning because the consequences of future catastrophes of illness has not been researched.,Cloning is unnatural,1,0
571,10708,We should ban human cloning,human cloning will cause an unfortunate life to endure lots of suffering and pain against their own will,Cloning is unnatural,1,0
5076,20786,We should prohibit women in combat,Equal rights for women makes it obvious that they also have the equal right to be part of our combat forces.,Women should be accepted as long as they pass the tests,-1,0
16651,2796,The vow of celibacy should be abandoned,the vow of celibacy represents an outdated view on sexual behavior,Celibacy is too pressuring/diffcult,1,0
10919,15291,We should fight for the abolition of nuclear weapons,countries that abolish nuclear weapons will leave themselves defenseless to the countries that refuse to.,Nuclear weapons is essential for protection and deterrence,-1,1
4508,4611,We should abandon the use of school uniform,School uniforms keep the distraction of clothing choice comparison from affecting the education of the children negatively.,School uniforms create a sense of equality/unity,-1,0
15707,6736,We should abolish intellectual property rights,somebody was working hard to make something and then should be rewarded for it. that`s what intellectual property rights all about.,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
10678,7541,We should abolish the right to keep and bear arms,this would possibly decrease murders and death from guns.,Banning guns would save lives,1,1
6829,19970,We should legalize sex selection,Sex selection strengthens sexist stereotypes and gender biases.,Sex selection will create abortions/infanticide,-1,0
16204,2349,The vow of celibacy should be abandoned,in this age it is not expected anymore for anyone to be celibate,Celibacy reduces the pool of people wanting to become priests,1,0
11922,17804,We should legalize cannabis,legalizing cannabis will just pave the way for other drugs to be legalized and it should not be allowed.,Cannabis is a gateway-drug/addictive,-1,1
8765,14116,We should end affirmative action,affirmative action is no longer needed as we are now a very diverse society,Affirmative action reduces quality,1,0
3567,12621,We should ban the use of child actors,many films and television shows have child roles which could only be filled by children. as long as the children are protected it means that the finished product will have higher artistic integrity.,Child performers should not be banned as long as there is supervision/regulation,-1,1
6442,19583,We should legalize sex selection,selecting sex might throw off the balance between male and female. many cultures value males over females,Sex selection will create abortions/infanticide,-1,0
9309,11139,We should ban private military companies,military companies put their employees at unnecessary risk and should be banned,Private military companies cannot be trusted to be loyal to the hiring country,1,0
13829,23079,We should subsidize space exploration,there are many more practical realms of scientific inquiry that need our support more urgently.,Space exploration can be carried by the private sector,-1,0
6884,20025,We should legalize sex selection,"Since the parents create the fetus, they should be entitled to choose it's sex",Sex selection allows for better family planning,1,0
3420,12474,We should ban the use of child actors,children should not be made to work because there parents want to benefit from them. by banning child actors we will ban parent's profits over childhood.,Child performers tend to develop problems later in life,1,0
2865,13891,We should close Guantanamo Bay detention camp,we should not close guantanamo bay detention camp is because you cannot bring the prisoners of war into the country where they can can escape and cause more chaos,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
13931,23181,We should subsidize space exploration,we just don't have enough excess funds yo support this type of exploration.,Space exploration can be carried by the private sector,-1,0
13810,23060,We should subsidize space exploration,The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.,Space exploration is necessary for the future survival of humanity,1,0
12573,15666,We should fight urbanization,"urbanisms destroy the environment and ecosystems, we can not continue preying on our planet",Urbanization is causing a strain on the cities' resources,1,0
14615,487,Assisted suicide should be a criminal offence,assisted suicide should not be an option just because people are in pain as there are other options to help with this,Assisted suicide should not be allowed because many times people can still get better,1,1
2258,13284,We should close Guantanamo Bay detention camp,guantanamo bay is outdated and barbaric,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
14170,42,Assisted suicide should be a criminal offence,"and who defines reasonable certainty, how many people evicted by medicine has regained health thanks to an alternative treatment or a medical advance, ending life is not the solution, much less involving others",Assisted suicide is akin to killing someone,1,0
12852,15945,We should fight urbanization,urbanization is important for the growth of economies,Urbanization benefits the environment,-1,0
15119,991,Assisted suicide should be a criminal offence,there's the possibility that it could be used by those close to the person for financial gain or maliciously. you only have the word of the survivor that the person actually wanted to die.,People who are ill do not have clear judgement and are in need of help,1,0
7971,21826,We should subsidize journalism,investigative journalism is a cornerstone of democracy because it holds politicians accountable.,Subsidies will increase the quality of journalism,1,0
16741,2886,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned to prevent such unattainable pressures being placed upon religious leaders,Celibacy reduces the pool of people wanting to become priests,1,0
7031,20172,We should legalize sex selection,this should be left up to the adults to decide since adults can make their own choices,Sex selection prevents diseases in the child,1,0
17014,3159,The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is outdated,1,1
10684,7547,We should abolish the right to keep and bear arms,too many unnecessary deaths have been caused by firearms.,Gun ownership allows for mass-shootings/general gun violence,1,1
5618,21328,We should prohibit women in combat,women are not physically or emotionally prepared for the traumas of combat.,Women should serve in safer roles,1,0
13047,16140,We should fight urbanization,we need to continue to fight urbanization because the cities are getting way too over populated in which the government can not fully support efficiently.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
16330,2475,The vow of celibacy should be abandoned,Remaining celibate has a long history and a major tenet of some religions,Religious experiences and traditions should be maintained,-1,1
10147,7010,We should abolish the right to keep and bear arms,current gun laws are outdated and do not serve the public. countries with stricter gun laws that lack the right to keep and bear arms see fewer homicides and suicides.,Guns can fall into the wrong hands,1,0
12710,15803,We should fight urbanization,urbanization destroys the countryside and with it much natural beauty.,Urbanization harms the environment,1,1
10152,7015,We should abolish the right to keep and bear arms,even if abolished guns will still exist. you'd never be able to find every gun and confiscate them. now the only people with guns would be criminals who have untraceable weapons.,Gun ownership promotes self protection,-1,0
11975,17857,We should legalize cannabis,legalizing marijuana will free up police resources because instead of arresting people for pot police would focus on more serious crimes,Cannabis is safe/healthy/pain-relief,1,0
2263,13289,We should close Guantanamo Bay detention camp,guantanamo bay is outdated and no longer effective,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,0
6803,19944,We should legalize sex selection,"sex selection should be permitted in countries where children are only permitted to have one child, otherwise if children of the undesired sex are born they may end up in an orphanage.",Sex selection will prevent abortions/infanticide,1,0
4304,4407,We should abandon the use of school uniform,school uniforms cost a lot and might not be affordable for everyone,School uniform is harming the student's self expression,1,0
11175,17057,We should legalize cannabis,"alcohol and tobacco cause way more damage to society than cannabis does, yet they are still legal.",People should be allowed to do whatever they want to their own bodies,1,0
15680,6709,We should abolish intellectual property rights,"people/companies will have worked hard, possibly for many years to develop research and product and spend a lot of money on these, they need to be able to recoup this money by keeping the products exclusive.",Intellectual property rights protect against stealing,-1,0
6358,19499,We should legalize sex selection,parents should be able to choose what sex child they are going to have.,Sex selection prevents diseases in the child,1,0
12636,15729,We should fight urbanization,urbanization can provide more affordable places for people to live and cut down on homelessness.,Cities offer more opportunities,-1,1
16007,2152,The vow of celibacy should be abandoned,celibacy allows the priest to be completely focused on his parish community without distraction.,Removing celibacy could lead to sexually reckless acts,-1,0
401,10538,We should ban human cloning,human cloning is the creation of a human being from your own characteristics and genes just like you that is confused before the eyes of others,Cloning is unethical/anti-religious,1,0
8647,13998,We should end affirmative action,affirmative action goes directly against equality. if we want to achieve true equality affirmative action has to end. it directly favors certain groups over others.,Affirmative action is ineffective,1,0
3090,12144,We should ban the use of child actors,child actors are needed to play the roles of children,Child performers achieve success/confidence,-1,0
10735,7598,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms because i think we have the proper government and people to take care of and protect us.,Banning guns would save lives,1,0
14949,821,Assisted suicide should be a criminal offence,"people should choose what to do with their lives, even if it means ending it in whatever manner they choose",Assisted suicide reduces suffering,-1,0
7770,15119,We should end mandatory retirement,"some people have not saved enough money to retire, so making retirement mandatory just forces our elderly into poverty.",A mandatory retirement age harms the economy,1,0
6030,21740,We should prohibit women in combat,Women should not be on the front lines in combat because they will take longer to recover from what they see emotionally.,Women cannot overcome physical/emotional/mental barriers,1,1
7999,21854,We should subsidize journalism,"it would make journalism biased, and the content would be authentic, it will lead to lots of fake news.",Journalism is like every other business and if it is not sustainable it should fail,-1,0
15143,1015,Assisted suicide should be a criminal offence,when people are in unbearable pain and suffering and have no chance of getting better it is cruel to keep them alive without their consent,Assisted suicide gives dignity to the person that wants to commit it,-1,0
4426,4529,We should abandon the use of school uniform,school uniforms help everyone feel included and not judged on the clothes they wear,School uniforms create a sense of equality/unity,-1,1
1763,5944,We should abolish capital punishment,The death penalty is incompatible with human rights and human dignity,State-sanctioned killing is principally wrong,1,1
14212,84,Assisted suicide should be a criminal offence,assisted suicide goes directly against the oath taken by doctors to do no harm. suicide is harm. there is no oversight when giving the patients the drugs. they are prescribed and the patient faces death alone.,Assisted suicide should not be allowed because many times people can still get better,1,0
15382,6411,We should abolish intellectual property rights,Intellectual property rights are old fashioned because now many people can come up with an idea and not get it patented but still be successful,Intellectual property restricts access to important information/products,1,0
4411,4514,We should abandon the use of school uniform,school uniforms have no positive effect on behavior and academic performance and highlight the socioeconomic disparities they are intended to attend,School uniform is harming the student's self expression,1,0
